Path,Class,Video ID,Frame ID,Caption
17/4688.5.jpg,17,4688,5,Folding arms 
20/11602.8.jpg,20,11602,8,Moving torso
31/10341.1.jpg,31,10341,1,Shake double shoulders
17/14973.1.jpg,17,14973,1,Folding arms 
25/13727.6.jpg,25,13727,6,Minaret gesture
29/9479.2.jpg,29,9479,2,Pressing lips 
17/6070.14.jpg,17,6070,14,Folding arms 
24/6635.34.jpg,24,6635,34,Crossing fingers 
24/6620.77.jpg,24,6620,77,Crossing fingers 
11/974.3.jpg,11,974,3,touching jaw
29/14970.2.jpg,29,14970,2,Pressing lips 
29/5968.1.jpg,29,5968,1,Pressing lips 
11/982.7.jpg,11,982,7,touching jaw
29/15655.2.jpg,29,15655,2,Pressing lips 
24/6035.21.jpg,24,6035,21,Crossing fingers 
11/11453.3.jpg,11,11453,3,touching jaw
20/15575.1.jpg,20,15575,1,Moving torso
32/10011.4.jpg,32,10011,4,Illustrative hand gestures 
20/10577.2.jpg,20,10577,2,Moving torso
32/14860.1.jpg,32,14860,1,Illustrative hand gestures 
20/16389.1.jpg,20,16389,1,Moving torso
29/355.8.jpg,29,355,8,Pressing lips 
32/9023.0.jpg,32,9023,0,Illustrative hand gestures 
32/11839.1.jpg,32,11839,1,Illustrative hand gestures 
32/4310.1.jpg,32,4310,1,Illustrative hand gestures 
23/9049.8.jpg,23,9049,8,Rubbing or holding hands 
31/11618.0.jpg,31,11618,0,Shake double shoulders
20/15654.9.jpg,20,15654,9,Moving torso
20/16308.6.jpg,20,16308,6,Moving torso
29/17641.3.jpg,29,17641,3,Pressing lips 
32/14228.6.jpg,32,14228,6,Illustrative hand gestures 
8/6402.36.jpg,8,6402,36,Scratching or touching facial parts 
2/16477.3.jpg,2,16477,3,Bulging face
29/11871.3.jpg,29,11871,3,Pressing lips 
32/5390.2.jpg,32,5390,2,Illustrative hand gestures 
29/7659.2.jpg,29,7659,2,Pressing lips 
32/16614.4.jpg,32,16614,4,Illustrative hand gestures 
31/7629.4.jpg,31,7629,4,Shake double shoulders
26/17553.2.jpg,26,17553,2,Playing with jewelries
22/8626.18.jpg,22,8626,18,scraching or touching arms
29/2608.2.jpg,29,2608,2,Pressing lips 
22/3776.4.jpg,22,3776,4,scraching or touching arms
31/10554.1.jpg,31,10554,1,Shake double shoulders
24/15278.0.jpg,24,15278,0,Crossing fingers 
31/16502.3.jpg,31,16502,3,Shake double shoulders
24/13215.7.jpg,24,13215,7,Crossing fingers 
29/7610.6.jpg,29,7610,6,Pressing lips 
24/13342.2.jpg,24,13342,2,Crossing fingers 
18/15702.12.jpg,18,15702,12,Dustoff clothes
32/16397.3.jpg,32,16397,3,Illustrative hand gestures 
12/6054.13.jpg,12,6054,13,Touching or scratching neck 
31/11479.0.jpg,31,11479,0,Shake double shoulders
20/9235.5.jpg,20,9235,5,Moving torso
29/17682.2.jpg,29,17682,2,Pressing lips 
27/9404.10.jpg,27,9404,10,Hold back arms
32/8371.1.jpg,32,8371,1,Illustrative hand gestures 
12/16452.26.jpg,12,16452,26,Touching or scratching neck 
7/4127.2.jpg,7,4127,2,Rubbing eyes 
8/8435.3.jpg,8,8435,3,Scratching or touching facial parts 
8/11575.7.jpg,8,11575,7,Scratching or touching facial parts 
29/1635.0.jpg,29,1635,0,Pressing lips 
2/8268.1.jpg,2,8268,1,Bulging face
20/16556.0.jpg,20,16556,0,Moving torso
32/15504.44.jpg,32,15504,44,Illustrative hand gestures 
20/7749.0.jpg,20,7749,0,Moving torso
26/13379.124.jpg,26,13379,124,Playing with jewelries
29/9228.1.jpg,29,9228,1,Pressing lips 
7/2091.9.jpg,7,2091,9,Rubbing eyes 
24/6512.13.jpg,24,6512,13,Crossing fingers 
20/1972.2.jpg,20,1972,2,Moving torso
32/13550.6.jpg,32,13550,6,Illustrative hand gestures 
31/13292.0.jpg,31,13292,0,Shake double shoulders
5/8757.2.jpg,5,8757,2,Touching or scratching forehead 
26/3751.0.jpg,26,3751,0,Playing with jewelries
8/2522.4.jpg,8,2522,4,Scratching or touching facial parts 
17/4720.7.jpg,17,4720,7,Folding arms 
31/951.1.jpg,31,951,1,Shake double shoulders
31/15794.7.jpg,31,15794,7,Shake double shoulders
32/17530.9.jpg,32,17530,9,Illustrative hand gestures 
32/4664.1.jpg,32,4664,1,Illustrative hand gestures 
32/6653.0.jpg,32,6653,0,Illustrative hand gestures 
32/6661.1.jpg,32,6661,1,Illustrative hand gestures 
32/2359.6.jpg,32,2359,6,Illustrative hand gestures 
32/6073.1.jpg,32,6073,1,Illustrative hand gestures 
32/11676.3.jpg,32,11676,3,Illustrative hand gestures 
15/7428.1.jpg,15,7428,1,Touching or covering suprasternal notch 
17/11689.9.jpg,17,11689,9,Folding arms 
32/9112.0.jpg,32,9112,0,Illustrative hand gestures 
20/16461.0.jpg,20,16461,0,Moving torso
32/17450.6.jpg,32,17450,6,Illustrative hand gestures 
32/5556.3.jpg,32,5556,3,Illustrative hand gestures 
23/17260.4.jpg,23,17260,4,Rubbing or holding hands 
31/11193.0.jpg,31,11193,0,Shake double shoulders
22/4793.10.jpg,22,4793,10,scraching or touching arms
20/8309.2.jpg,20,8309,2,Moving torso
24/11572.12.jpg,24,11572,12,Crossing fingers 
31/13861.1.jpg,31,13861,1,Shake double shoulders
22/2412.6.jpg,22,2412,6,scraching or touching arms
26/17467.2.jpg,26,17467,2,Playing with jewelries
32/10126.0.jpg,32,10126,0,Illustrative hand gestures 
32/10849.3.jpg,32,10849,3,Illustrative hand gestures 
32/9973.3.jpg,32,9973,3,Illustrative hand gestures 
26/13131.12.jpg,26,13131,12,Playing with jewelries
18/11854.2.jpg,18,11854,2,Dustoff clothes
8/4896.0.jpg,8,4896,0,Scratching or touching facial parts 
24/6637.9.jpg,24,6637,9,Crossing fingers 
20/4490.2.jpg,20,4490,2,Moving torso
32/6449.0.jpg,32,6449,0,Illustrative hand gestures 
20/13434.0.jpg,20,13434,0,Moving torso
32/9526.0.jpg,32,9526,0,Illustrative hand gestures 
29/8595.0.jpg,29,8595,0,Pressing lips 
32/12620.2.jpg,32,12620,2,Illustrative hand gestures 
29/5479.2.jpg,29,5479,2,Pressing lips 
1/13518.4.jpg,1,13518,4,Turtle neck
20/10781.1.jpg,20,10781,1,Moving torso
31/12907.3.jpg,31,12907,3,Shake double shoulders
32/10268.5.jpg,32,10268,5,Illustrative hand gestures 
4/16658.13.jpg,4,16658,13,Touching or scratching head 
8/17642.1.jpg,8,17642,1,Scratching or touching facial parts 
32/15449.2.jpg,32,15449,2,Illustrative hand gestures 
26/16438.1.jpg,26,16438,1,Playing with jewelries
23/1529.11.jpg,23,1529,11,Rubbing or holding hands 
23/14624.2.jpg,23,14624,2,Rubbing or holding hands 
26/4455.2.jpg,26,4455,2,Playing with jewelries
32/13114.0.jpg,32,13114,0,Illustrative hand gestures 
32/2260.3.jpg,32,2260,3,Illustrative hand gestures 
29/3884.2.jpg,29,3884,2,Pressing lips 
29/16625.2.jpg,29,16625,2,Pressing lips 
29/7688.2.jpg,29,7688,2,Pressing lips 
32/5409.0.jpg,32,5409,0,Illustrative hand gestures 
11/14500.25.jpg,11,14500,25,touching jaw
12/16378.7.jpg,12,16378,7,Touching or scratching neck 
32/14225.11.jpg,32,14225,11,Illustrative hand gestures 
23/14411.1.jpg,23,14411,1,Rubbing or holding hands 
7/1536.28.jpg,7,1536,28,Rubbing eyes 
12/13267.1.jpg,12,13267,1,Touching or scratching neck 
32/15504.113.jpg,32,15504,113,Illustrative hand gestures 
20/16713.2.jpg,20,16713,2,Moving torso
20/12947.17.jpg,20,12947,17,Moving torso
17/13242.1.jpg,17,13242,1,Folding arms 
20/5321.2.jpg,20,5321,2,Moving torso
31/10583.0.jpg,31,10583,0,Shake double shoulders
8/2573.6.jpg,8,2573,6,Scratching or touching facial parts 
11/2485.2.jpg,11,2485,2,touching jaw
12/15808.0.jpg,12,15808,0,Touching or scratching neck 
32/11951.0.jpg,32,11951,0,Illustrative hand gestures 
24/2940.13.jpg,24,2940,13,Crossing fingers 
31/12675.1.jpg,31,12675,1,Shake double shoulders
20/8739.1.jpg,20,8739,1,Moving torso
31/12582.2.jpg,31,12582,2,Shake double shoulders
23/14709.16.jpg,23,14709,16,Rubbing or holding hands 
20/9591.6.jpg,20,9591,6,Moving torso
24/6560.16.jpg,24,6560,16,Crossing fingers 
21/8194.0.jpg,21,8194,0,Sit straightly
29/11592.7.jpg,29,11592,7,Pressing lips 
29/16566.2.jpg,29,16566,2,Pressing lips 
29/11938.3.jpg,29,11938,3,Pressing lips 
26/17617.1.jpg,26,17617,1,Playing with jewelries
17/6081.18.jpg,17,6081,18,Folding arms 
32/10708.0.jpg,32,10708,0,Illustrative hand gestures 
13/9948.10.jpg,13,9948,10,Playing or adjusting hair 
26/10098.13.jpg,26,10098,13,Playing with jewelries
13/6459.2.jpg,13,6459,2,Playing or adjusting hair 
17/2850.7.jpg,17,2850,7,Folding arms 
2/5942.5.jpg,2,5942,5,Bulging face
32/10901.3.jpg,32,10901,3,Illustrative hand gestures 
26/878.8.jpg,26,878,8,Playing with jewelries
32/9189.1.jpg,32,9189,1,Illustrative hand gestures 
29/7465.1.jpg,29,7465,1,Pressing lips 
31/648.1.jpg,31,648,1,Shake double shoulders
23/7738.1.jpg,23,7738,1,Rubbing or holding hands 
28/5473.2.jpg,28,5473,2,Head up
24/14728.12.jpg,24,14728,12,Crossing fingers 
23/17629.10.jpg,23,17629,10,Rubbing or holding hands 
11/3766.0.jpg,11,3766,0,touching jaw
23/14878.12.jpg,23,14878,12,Rubbing or holding hands 
20/2795.0.jpg,20,2795,0,Moving torso
31/12899.1.jpg,31,12899,1,Shake double shoulders
26/17631.11.jpg,26,17631,11,Playing with jewelries
29/3923.12.jpg,29,3923,12,Pressing lips 
31/10407.3.jpg,31,10407,3,Shake double shoulders
13/13176.5.jpg,13,13176,5,Playing or adjusting hair 
32/12001.1.jpg,32,12001,1,Illustrative hand gestures 
22/2730.2.jpg,22,2730,2,scraching or touching arms
20/16659.1.jpg,20,16659,1,Moving torso
20/4167.0.jpg,20,4167,0,Moving torso
29/12123.2.jpg,29,12123,2,Pressing lips 
23/1525.6.jpg,23,1525,6,Rubbing or holding hands 
11/12276.5.jpg,11,12276,5,touching jaw
32/3630.0.jpg,32,3630,0,Illustrative hand gestures 
31/1973.2.jpg,31,1973,2,Shake double shoulders
32/14542.0.jpg,32,14542,0,Illustrative hand gestures 
1/676.18.jpg,1,676,18,Turtle neck
13/2348.5.jpg,13,2348,5,Playing or adjusting hair 
23/1575.0.jpg,23,1575,0,Rubbing or holding hands 
8/4321.4.jpg,8,4321,4,Scratching or touching facial parts 
32/8431.3.jpg,32,8431,3,Illustrative hand gestures 
24/6043.21.jpg,24,6043,21,Crossing fingers 
32/14222.10.jpg,32,14222,10,Illustrative hand gestures 
32/2315.11.jpg,32,2315,11,Illustrative hand gestures 
12/16429.10.jpg,12,16429,10,Touching or scratching neck 
31/2874.5.jpg,31,2874,5,Shake double shoulders
32/11551.0.jpg,32,11551,0,Illustrative hand gestures 
31/10973.2.jpg,31,10973,2,Shake double shoulders
24/17272.17.jpg,24,17272,17,Crossing fingers 
22/11784.36.jpg,22,11784,36,scraching or touching arms
21/8194.4.jpg,21,8194,4,Sit straightly
17/17541.0.jpg,17,17541,0,Folding arms 
31/12331.0.jpg,31,12331,0,Shake double shoulders
32/13396.1.jpg,32,13396,1,Illustrative hand gestures 
13/17676.2.jpg,13,17676,2,Playing or adjusting hair 
20/13738.0.jpg,20,13738,0,Moving torso
17/2835.2.jpg,17,2835,2,Folding arms 
29/7734.2.jpg,29,7734,2,Pressing lips 
32/14921.1.jpg,32,14921,1,Illustrative hand gestures 
22/4641.1.jpg,22,4641,1,scraching or touching arms
8/143.22.jpg,8,143,22,Scratching or touching facial parts 
31/5554.4.jpg,31,5554,4,Shake double shoulders
29/5927.3.jpg,29,5927,3,Pressing lips 
24/10908.1.jpg,24,10908,1,Crossing fingers 
29/4428.0.jpg,29,4428,0,Pressing lips 
17/14003.5.jpg,17,14003,5,Folding arms 
32/6611.3.jpg,32,6611,3,Illustrative hand gestures 
32/2169.4.jpg,32,2169,4,Illustrative hand gestures 
20/4808.2.jpg,20,4808,2,Moving torso
2/13255.3.jpg,2,13255,3,Bulging face
20/15332.1.jpg,20,15332,1,Moving torso
31/10777.0.jpg,31,10777,0,Shake double shoulders
23/14798.0.jpg,23,14798,0,Rubbing or holding hands 
32/11940.3.jpg,32,11940,3,Illustrative hand gestures 
8/6423.3.jpg,8,6423,3,Scratching or touching facial parts 
31/11615.4.jpg,31,11615,4,Shake double shoulders
27/7745.5.jpg,27,7745,5,Hold back arms
29/2752.4.jpg,29,2752,4,Pressing lips 
32/2942.4.jpg,32,2942,4,Illustrative hand gestures 
32/9462.1.jpg,32,9462,1,Illustrative hand gestures 
32/10986.4.jpg,32,10986,4,Illustrative hand gestures 
32/15424.9.jpg,32,15424,9,Illustrative hand gestures 
24/2309.1.jpg,24,2309,1,Crossing fingers 
32/11102.0.jpg,32,11102,0,Illustrative hand gestures 
8/16491.0.jpg,8,16491,0,Scratching or touching facial parts 
3/12112.7.jpg,3,12112,7,Touch Hat
26/17575.5.jpg,26,17575,5,Playing with jewelries
31/15140.2.jpg,31,15140,2,Shake double shoulders
32/11987.3.jpg,32,11987,3,Illustrative hand gestures 
32/8932.6.jpg,32,8932,6,Illustrative hand gestures 
31/12994.1.jpg,31,12994,1,Shake double shoulders
32/9399.2.jpg,32,9399,2,Illustrative hand gestures 
20/4202.2.jpg,20,4202,2,Moving torso
24/13173.32.jpg,24,13173,32,Crossing fingers 
22/16648.5.jpg,22,16648,5,scraching or touching arms
23/11423.3.jpg,23,11423,3,Rubbing or holding hands 
32/12491.0.jpg,32,12491,0,Illustrative hand gestures 
11/9032.16.jpg,11,9032,16,touching jaw
7/11397.10.jpg,7,11397,10,Rubbing eyes 
20/16308.3.jpg,20,16308,3,Moving torso
32/12499.0.jpg,32,12499,0,Illustrative hand gestures 
8/12472.0.jpg,8,12472,0,Scratching or touching facial parts 
32/15571.2.jpg,32,15571,2,Illustrative hand gestures 
31/10980.3.jpg,31,10980,3,Shake double shoulders
27/7661.5.jpg,27,7661,5,Hold back arms
32/10991.3.jpg,32,10991,3,Illustrative hand gestures 
32/11594.9.jpg,32,11594,9,Illustrative hand gestures 
31/3460.2.jpg,31,3460,2,Shake double shoulders
26/2205.19.jpg,26,2205,19,Playing with jewelries
32/12404.0.jpg,32,12404,0,Illustrative hand gestures 
32/9956.0.jpg,32,9956,0,Illustrative hand gestures 
22/8666.9.jpg,22,8666,9,scraching or touching arms
12/16430.18.jpg,12,16430,18,Touching or scratching neck 
22/4721.11.jpg,22,4721,11,scraching or touching arms
11/17643.11.jpg,11,17643,11,touching jaw
8/2346.2.jpg,8,2346,2,Scratching or touching facial parts 
32/11457.0.jpg,32,11457,0,Illustrative hand gestures 
7/1679.6.jpg,7,1679,6,Rubbing eyes 
8/2569.0.jpg,8,2569,0,Scratching or touching facial parts 
29/9027.1.jpg,29,9027,1,Pressing lips 
22/8962.7.jpg,22,8962,7,scraching or touching arms
26/8642.5.jpg,26,8642,5,Playing with jewelries
32/7432.0.jpg,32,7432,0,Illustrative hand gestures 
32/8382.5.jpg,32,8382,5,Illustrative hand gestures 
32/8184.1.jpg,32,8184,1,Illustrative hand gestures 
20/5981.0.jpg,20,5981,0,Moving torso
29/1967.0.jpg,29,1967,0,Pressing lips 
2/17610.1.jpg,2,17610,1,Bulging face
32/10935.0.jpg,32,10935,0,Illustrative hand gestures 
20/6200.0.jpg,20,6200,0,Moving torso
32/13614.1.jpg,32,13614,1,Illustrative hand gestures 
32/3142.3.jpg,32,3142,3,Illustrative hand gestures 
23/10939.3.jpg,23,10939,3,Rubbing or holding hands 
32/11137.8.jpg,32,11137,8,Illustrative hand gestures 
32/3077.1.jpg,32,3077,1,Illustrative hand gestures 
22/3534.3.jpg,22,3534,3,scraching or touching arms
29/5442.0.jpg,29,5442,0,Pressing lips 
24/6572.0.jpg,24,6572,0,Crossing fingers 
23/1517.8.jpg,23,1517,8,Rubbing or holding hands 
32/11116.0.jpg,32,11116,0,Illustrative hand gestures 
17/11698.0.jpg,17,11698,0,Folding arms 
17/14438.13.jpg,17,14438,13,Folding arms 
32/9023.1.jpg,32,9023,1,Illustrative hand gestures 
23/8944.5.jpg,23,8944,5,Rubbing or holding hands 
7/11212.8.jpg,7,11212,8,Rubbing eyes 
26/7568.41.jpg,26,7568,41,Playing with jewelries
32/9181.0.jpg,32,9181,0,Illustrative hand gestures 
26/15572.5.jpg,26,15572,5,Playing with jewelries
20/6564.1.jpg,20,6564,1,Moving torso
4/15036.11.jpg,4,15036,11,Touching or scratching head 
20/2927.1.jpg,20,2927,1,Moving torso
20/8425.4.jpg,20,8425,4,Moving torso
8/1091.3.jpg,8,1091,3,Scratching or touching facial parts 
31/8161.3.jpg,31,8161,3,Shake double shoulders
32/17289.0.jpg,32,17289,0,Illustrative hand gestures 
32/8509.2.jpg,32,8509,2,Illustrative hand gestures 
7/2559.7.jpg,7,2559,7,Rubbing eyes 
29/7734.13.jpg,29,7734,13,Pressing lips 
31/7416.2.jpg,31,7416,2,Shake double shoulders
20/4528.1.jpg,20,4528,1,Moving torso
24/11921.5.jpg,24,11921,5,Crossing fingers 
24/13734.1.jpg,24,13734,1,Crossing fingers 
32/14116.1.jpg,32,14116,1,Illustrative hand gestures 
32/10115.7.jpg,32,10115,7,Illustrative hand gestures 
31/4171.1.jpg,31,4171,1,Shake double shoulders
23/17620.7.jpg,23,17620,7,Rubbing or holding hands 
8/16688.5.jpg,8,16688,5,Scratching or touching facial parts 
32/11105.0.jpg,32,11105,0,Illustrative hand gestures 
32/14167.0.jpg,32,14167,0,Illustrative hand gestures 
31/3513.2.jpg,31,3513,2,Shake double shoulders
31/16512.2.jpg,31,16512,2,Shake double shoulders
31/12381.2.jpg,31,12381,2,Shake double shoulders
32/4733.1.jpg,32,4733,1,Illustrative hand gestures 
23/11635.1.jpg,23,11635,1,Rubbing or holding hands 
22/11757.25.jpg,22,11757,25,scraching or touching arms
20/5324.3.jpg,20,5324,3,Moving torso
32/2355.2.jpg,32,2355,2,Illustrative hand gestures 
32/14968.2.jpg,32,14968,2,Illustrative hand gestures 
17/2501.10.jpg,17,2501,10,Folding arms 
32/11588.2.jpg,32,11588,2,Illustrative hand gestures 
29/11997.1.jpg,29,11997,1,Pressing lips 
31/13881.0.jpg,31,13881,0,Shake double shoulders
20/9591.4.jpg,20,9591,4,Moving torso
22/3430.14.jpg,22,3430,14,scraching or touching arms
24/13586.6.jpg,24,13586,6,Crossing fingers 
32/10322.2.jpg,32,10322,2,Illustrative hand gestures 
8/12394.1.jpg,8,12394,1,Scratching or touching facial parts 
21/7415.2.jpg,21,7415,2,Sit straightly
26/15810.6.jpg,26,15810,6,Playing with jewelries
8/7447.1.jpg,8,7447,1,Scratching or touching facial parts 
8/11337.7.jpg,8,11337,7,Scratching or touching facial parts 
32/12036.4.jpg,32,12036,4,Illustrative hand gestures 
31/11385.1.jpg,31,11385,1,Shake double shoulders
24/826.4.jpg,24,826,4,Crossing fingers 
8/12671.5.jpg,8,12671,5,Scratching or touching facial parts 
1/12391.1.jpg,1,12391,1,Turtle neck
22/2132.0.jpg,22,2132,0,scraching or touching arms
24/14499.4.jpg,24,14499,4,Crossing fingers 
24/13840.2.jpg,24,13840,2,Crossing fingers 
32/14334.2.jpg,32,14334,2,Illustrative hand gestures 
26/6016.0.jpg,26,6016,0,Playing with jewelries
23/15053.1.jpg,23,15053,1,Rubbing or holding hands 
29/12624.2.jpg,29,12624,2,Pressing lips 
20/8978.0.jpg,20,8978,0,Moving torso
31/13664.1.jpg,31,13664,1,Shake double shoulders
27/9557.11.jpg,27,9557,11,Hold back arms
32/14521.1.jpg,32,14521,1,Illustrative hand gestures 
11/14914.61.jpg,11,14914,61,touching jaw
2/15717.1.jpg,2,15717,1,Bulging face
8/666.11.jpg,8,666,11,Scratching or touching facial parts 
32/15504.53.jpg,32,15504,53,Illustrative hand gestures 
24/4588.37.jpg,24,4588,37,Crossing fingers 
32/3056.17.jpg,32,3056,17,Illustrative hand gestures 
2/12298.9.jpg,2,12298,9,Bulging face
20/9235.8.jpg,20,9235,8,Moving torso
24/4634.11.jpg,24,4634,11,Crossing fingers 
32/8760.3.jpg,32,8760,3,Illustrative hand gestures 
8/14497.0.jpg,8,14497,0,Scratching or touching facial parts 
14/6049.10.jpg,14,6049,10,Buckle button
26/17598.2.jpg,26,17598,2,Playing with jewelries
23/10076.1.jpg,23,10076,1,Rubbing or holding hands 
29/1624.2.jpg,29,1624,2,Pressing lips 
32/13689.0.jpg,32,13689,0,Illustrative hand gestures 
11/11273.2.jpg,11,11273,2,touching jaw
27/1639.3.jpg,27,1639,3,Hold back arms
9/12694.1.jpg,9,12694,1,Touching ears 
31/13820.5.jpg,31,13820,5,Shake double shoulders
18/15784.7.jpg,18,15784,7,Dustoff clothes
29/13265.3.jpg,29,13265,3,Pressing lips 
23/1597.7.jpg,23,1597,7,Rubbing or holding hands 
29/12462.1.jpg,29,12462,1,Pressing lips 
32/12985.0.jpg,32,12985,0,Illustrative hand gestures 
32/5377.5.jpg,32,5377,5,Illustrative hand gestures 
17/12413.5.jpg,17,12413,5,Folding arms 
2/11848.3.jpg,2,11848,3,Bulging face
26/12094.5.jpg,26,12094,5,Playing with jewelries
32/11114.3.jpg,32,11114,3,Illustrative hand gestures 
32/3132.10.jpg,32,3132,10,Illustrative hand gestures 
31/10589.0.jpg,31,10589,0,Shake double shoulders
32/14193.1.jpg,32,14193,1,Illustrative hand gestures 
23/14709.4.jpg,23,14709,4,Rubbing or holding hands 
27/8905.2.jpg,27,8905,2,Hold back arms
24/11438.4.jpg,24,11438,4,Crossing fingers 
32/8813.4.jpg,32,8813,4,Illustrative hand gestures 
20/15114.1.jpg,20,15114,1,Moving torso
2/12769.0.jpg,2,12769,0,Bulging face
32/10507.1.jpg,32,10507,1,Illustrative hand gestures 
32/12779.6.jpg,32,12779,6,Illustrative hand gestures 
12/16392.1.jpg,12,16392,1,Touching or scratching neck 
18/2142.1.jpg,18,2142,1,Dustoff clothes
20/2844.0.jpg,20,2844,0,Moving torso
31/16402.1.jpg,31,16402,1,Shake double shoulders
32/8371.5.jpg,32,8371,5,Illustrative hand gestures 
2/3734.1.jpg,2,3734,1,Bulging face
29/9015.4.jpg,29,9015,4,Pressing lips 
20/763.0.jpg,20,763,0,Moving torso
23/14318.7.jpg,23,14318,7,Rubbing or holding hands 
17/5378.5.jpg,17,5378,5,Folding arms 
29/11565.6.jpg,29,11565,6,Pressing lips 
29/5576.8.jpg,29,5576,8,Pressing lips 
20/15142.7.jpg,20,15142,7,Moving torso
29/14120.3.jpg,29,14120,3,Pressing lips 
8/4894.2.jpg,8,4894,2,Scratching or touching facial parts 
9/12222.1.jpg,9,12222,1,Touching ears 
23/14762.0.jpg,23,14762,0,Rubbing or holding hands 
23/5406.2.jpg,23,5406,2,Rubbing or holding hands 
31/11439.3.jpg,31,11439,3,Shake double shoulders
32/16373.12.jpg,32,16373,12,Illustrative hand gestures 
8/11332.2.jpg,8,11332,2,Scratching or touching facial parts 
32/11494.1.jpg,32,11494,1,Illustrative hand gestures 
24/14104.6.jpg,24,14104,6,Crossing fingers 
20/597.5.jpg,20,597,5,Moving torso
32/11059.0.jpg,32,11059,0,Illustrative hand gestures 
32/14206.3.jpg,32,14206,3,Illustrative hand gestures 
23/14848.58.jpg,23,14848,58,Rubbing or holding hands 
20/11499.3.jpg,20,11499,3,Moving torso
32/14433.3.jpg,32,14433,3,Illustrative hand gestures 
20/8822.2.jpg,20,8822,2,Moving torso
23/14709.13.jpg,23,14709,13,Rubbing or holding hands 
26/4879.7.jpg,26,4879,7,Playing with jewelries
22/10706.1.jpg,22,10706,1,scraching or touching arms
26/9436.8.jpg,26,9436,8,Playing with jewelries
12/15808.18.jpg,12,15808,18,Touching or scratching neck 
20/2452.2.jpg,20,2452,2,Moving torso
32/16673.0.jpg,32,16673,0,Illustrative hand gestures 
24/4598.20.jpg,24,4598,20,Crossing fingers 
27/9592.6.jpg,27,9592,6,Hold back arms
17/6081.3.jpg,17,6081,3,Folding arms 
29/8940.4.jpg,29,8940,4,Pressing lips 
14/6089.4.jpg,14,6089,4,Buckle button
24/11546.21.jpg,24,11546,21,Crossing fingers 
20/562.8.jpg,20,562,8,Moving torso
32/9647.1.jpg,32,9647,1,Illustrative hand gestures 
31/13693.4.jpg,31,13693,4,Shake double shoulders
26/5855.1.jpg,26,5855,1,Playing with jewelries
31/13289.0.jpg,31,13289,0,Shake double shoulders
20/8221.2.jpg,20,8221,2,Moving torso
2/2502.6.jpg,2,2502,6,Bulging face
9/15270.8.jpg,9,15270,8,Touching ears 
17/14582.19.jpg,17,14582,19,Folding arms 
8/7761.0.jpg,8,7761,0,Scratching or touching facial parts 
8/6084.2.jpg,8,6084,2,Scratching or touching facial parts 
17/10313.1.jpg,17,10313,1,Folding arms 
29/7750.0.jpg,29,7750,0,Pressing lips 
23/1517.58.jpg,23,1517,58,Rubbing or holding hands 
32/215.5.jpg,32,215,5,Illustrative hand gestures 
20/7746.1.jpg,20,7746,1,Moving torso
26/7568.45.jpg,26,7568,45,Playing with jewelries
24/126.4.jpg,24,126,4,Crossing fingers 
32/5332.3.jpg,32,5332,3,Illustrative hand gestures 
31/12209.1.jpg,31,12209,1,Shake double shoulders
29/10251.3.jpg,29,10251,3,Pressing lips 
